License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
April 19 2003,200097,Tinkerdelle,Cat,Domestic Shorthair,,98116
February 07 2006,75432,Pepper,Cat,Manx,Mix,98103
August 31 2012,578859,Grey Fox,Cat,Siamese,Mix,98125
November 14 2013,832989,Hannah,Cat,Domestic Longhair,,98133
April 03 2014,433713,Daisy,Cat,Domestic Shorthair,,98117
April 10 2014,823466,Kukula,Cat,Domestic Shorthair,,98102
April 12 2014,433985,Stanleigh,Cat,Domestic Longhair,,98198
April 21 2014,142472,Gunner,Cat,Domestic Medium Hair,,98115
April 28 2014,127912,Rhiannon,Cat,Domestic Shorthair,,98101
April 30 2014,208061,Leto,Cat,Domestic Shorthair,,98107
April 30 2014,208097,Noree,Cat,Domestic Shorthair,,98107
May 16 2014,423136,Pinwheel,Cat,Domestic Shorthair,,98115
May 21 2014,727943,Ashley,Cat,Domestic Shorthair,,98115
June 05 2014,128332,Frisky,Cat,Domestic Longhair,,98116
July 05 2014,123946,Springfield,Cat,Domestic Shorthair,,98122
July 09 2014,133942,Diego,Cat,Domestic Shorthair,,98103
July 12 2014,435856,Lou-Lou,Cat,Siamese,,98122
September 02 2014,272932,Eleanor,Cat,Domestic Longhair,,98122
September 30 2014,573660,Jiji,Cat,Domestic Longhair,,98115
October 06 2014,433866,Marley,Cat,Domestic Shorthair,,98109
October 06 2014,353140,Maxine,Cat,Domestic Medium Hair,,98109
October 09 2014,429144,Shadow,Cat,Domestic Shorthair,,98125
November 05 2014,586596,Muggs,Cat,Domestic Shorthair,,98136
November 05 2014,586555,Tiblits,Cat,Domestic Shorthair,,98136
November 23 2014,833154,Angel,Cat,Domestic Longhair,,98119
December 04 2014,897189,Buster,Cat,Domestic Shorthair,,98103
December 16 2014,714051,Salsa,Cat,Domestic Medium Hair,,98109
January 08 2015,953864,Midnight,Cat,American Shorthair,,98105
January 22 2015,586781,Mindy,Cat,Domestic Shorthair,,98106
March 04 2015,214955,Hootie,Cat,Domestic Shorthair,Mix,98199
March 13 2015,964468,Isabella,Cat,Turkish Van,,98103
March 26 2015,83271,Luna,Cat,Domestic Shorthair,,98125
March 27 2015,215516,Nemesis,Cat,LaPerm,,98117
March 31 2015,142503,Tater Tat,Cat,Siamese,Domestic Shorthair,98144
April 17 2015,894795,Lulla Bell,Cat,Domestic Shorthair,,98136
April 20 2015,345212,Roger Ball,Cat,Domestic Shorthair,,98199
April 20 2015,444090,Oberon,Cat,Domestic Longhair,,98106
May 07 2015,724475,Sasha,Cat,Domestic Shorthair,,98136
May 08 2015,833836,Lulu,Cat,LaPerm,,98136
May 13 2015,361031,My Boy,Cat,Russian Blue,,98121
May 14 2015,282969,Lucy28/2969,Cat,Domestic Shorthair,,98103
May 14 2015,282971,Ricky,Cat,Domestic Shorthair,,98103
May 26 2015,282684,Rosa,Cat,Abyssinian,,98115
June 09 2015,350186,Lightning,Cat,Siamese,Mix,98118
June 11 2015,730777,Finnegan,Cat,Ragdoll,,98105
June 24 2015,217545,Leo,Cat,Domestic Shorthair,,98144
July 01 2015,85351,Socks,Cat,Domestic Shorthair,,98117
July 07 2015,905587,Puff'n'Stuff,Cat,Maine Coon,Persian,98107
July 07 2015,277246,Buddy,Cat,Domestic Shorthair,,98136
July 09 2015,29126,Magnus,Cat,Domestic Shorthair,,98136
July 11 2015,18985,Bobby,Cat,Manx,Mix,98199
July 14 2015,731286,Esmerelda,Cat,Domestic Shorthair,,98108
July 21 2015,203480,Rocket,Cat,Domestic Shorthair,,98144
July 22 2015,215551,Bing,Cat,Domestic Medium Hair,,98139
August 06 2015,578687,,Cat,Domestic Shorthair,,98144
August 15 2015,100654,Jaunty,Cat,Norwegian Forest,Mix,98112
August 21 2015,101699,Carlito,Cat,Domestic Shorthair,,98101
August 25 2015,430794,Oz,Cat,Domestic Medium Hair,,98136
September 02 2015,101106,Magnum,Cat,LaPerm,,98122
September 09 2015,273591,Bu,Cat,Domestic Shorthair,,98117
September 15 2015,353237,Otis,Cat,American Shorthair,,98126
September 17 2015,733342,Gigi,Cat,American Shorthair,,98144
September 30 2015,574027,Calypso,Cat,Domestic Shorthair,,98106
October 02 2015,128798,Ty,Cat,Domestic Medium Hair,,98115
October 13 2015,142767,Guinness,Cat,Domestic Shorthair,,98116
October 14 2015,277150,Baby,Cat,Domestic Longhair,,98199
October 14 2015,445218,Maceo,Cat,American Shorthair,,98133
October 15 2015,128906,Stinky,Cat,Domestic Shorthair,,98115
October 16 2015,105262,Tonto,Cat,Domestic Shorthair,,98107
October 16 2015,105263,Zorro,Cat,Domestic Shorthair,,98107
October 27 2015,217770,Odoroki,Cat,Domestic Shorthair,,98122
October 30 2015,962285,Felix,Cat,Domestic Shorthair,,98146
November 03 2015,822532,Romo,Cat,Siamese,,98122
November 13 2015,579007,Blue,Cat,American Shorthair,Siamese,98115
November 13 2015,579087,Kashi,Cat,American Shorthair,Mix,98115
November 16 2015,140499,Coco,Cat,Domestic Shorthair,,98109
November 16 2015,724607,Mellow Manny,Cat,American Shorthair,,98144
November 16 2015,28386,Tess,Cat,Siamese,Domestic Shorthair,98126
November 16 2015,133731,Kayla,Cat,Domestic Medium Hair,,98103
November 16 2015,128422,Juliet,Cat,Domestic Shorthair,,98118
November 16 2015,208723,Ms. Ringtail,Cat,Domestic Shorthair,,98122
November 16 2015,134158,Chowder,Cat,Siamese,Mix,98199
November 16 2015,733001,Edward,Cat,Domestic Medium Hair,,98125
November 16 2015,269837,,Cat,Domestic Shorthair,,98112
November 17 2015,346629,Noni,Cat,Domestic Shorthair,,98136
November 17 2015,198141,Misha,Cat,Domestic Shorthair,,98107
November 17 2015,217559,Cyan Pearla,Cat,British Shorthair,,98144
November 17 2015,714334,Campbell,Cat,Domestic Shorthair,,98121
November 17 2015,350708,Moses,Cat,Domestic Shorthair,,98125
November 17 2015,284734,Fortune,Cat,Domestic Medium Hair,,98117-2811
November 17 2015,107018,Frannie,Cat,Domestic Shorthair,,98117
November 17 2015,75175,Charlie,Cat,Persian,,98115
November 17 2015,833575,Minou,Cat,LaPerm,,98115
November 17 2015,724275,Jasmine,Cat,Domestic Shorthair,,98119
November 17 2015,724274,Petunia,Cat,Domestic Shorthair,,98119
November 17 2015,732967,Mamba,Cat,Bombay,,98116
November 17 2015,284553,T C,Cat,Domestic Longhair,,98115
November 17 2015,276595,Bobby,Cat,Domestic Shorthair,,98103
November 17 2015,817270,Josie,Cat,Domestic Shorthair,,98116
November 17 2015,817271,Pascal,Cat,Domestic Shorthair,,98116
November 17 2015,106585,Daisey,Cat,Domestic Shorthair,,98122
November 17 2015,351056,Kitty,Cat,Domestic Medium Hair,,98106
November 17 2015,277279,Ruby,Cat,Domestic Shorthair,,98102
November 17 2015,85281,Millie Mae,Cat,LaPerm,,98125
November 17 2015,28927,Snowball,Cat,Domestic Shorthair,,98117
November 18 2015,83140,Luna,Cat,LaPerm,,98122
November 18 2015,83138,Petra,Cat,LaPerm,,98122
November 18 2015,273677,Louise,Cat,Burmese,, 
November 18 2015,273676,Marco,Cat,Domestic Shorthair,, 
November 18 2015,584389,Magic,Cat,LaPerm,,98112
November 19 2015,574320,Ishaan,Cat,Domestic Shorthair,,98126
November 19 2015,351505,Jazz,Cat,Domestic Shorthair,,98101
November 19 2015,273943,  Moose /Buster,Cat,Domestic Shorthair,,98118
November 19 2015,273952,Squirrel / Resu,Cat,Domestic Medium Hair,,98118
November 19 2015,133405,Trixie,Cat,Domestic Shorthair,,98103
November 20 2015,586628,Riley,Cat,Domestic Shorthair,,98107
November 20 2015,715922,Lucy,Cat,Domestic Shorthair,,98119
November 20 2015,832787,Tiger,Cat,Domestic Shorthair,,98103
November 20 2015,107364,Max,Cat,Domestic Shorthair,,98115
November 20 2015,733071,Star,Cat,Domestic Shorthair,,98115
November 20 2015,22600,Tortue,Cat,Domestic Shorthair,,98109
November 21 2015,105659,Stevie,Cat,Domestic Shorthair,Mix,98122
November 23 2015,577634,Solstice,Cat,Maine Coon,Mix,98103
November 23 2015,208656,Roxy,Cat,Domestic Shorthair,,98109
November 23 2015,208515,Cricket,Cat,Domestic Shorthair,,98106
November 23 2015,584163,Sammach,Cat,Domestic Shorthair,,98144
November 23 2015,584164,Zion,Cat,Domestic Shorthair,,98144
November 23 2015,353322,Shirley,Cat,Domestic Shorthair,,98103
November 23 2015,14417,Felix,Cat,Domestic Longhair,,98199
November 23 2015,14404,Gustav,Cat,Domestic Longhair,,98199
November 23 2015,733301,KiKi,Cat,Domestic Shorthair,,98144
November 24 2015,107626,Simon,Cat,Domestic Shorthair,,98115
November 24 2015,444364,Bella,Cat,Domestic Shorthair,,98105
November 24 2015,444363,Blue,Cat,LaPerm,,98105
November 24 2015,833808,Gracie,Cat,Domestic Shorthair,,98112
November 24 2015,584443,Smokey,Cat,Domestic Longhair,,98118
November 24 2015,18541,Brat Cat,Cat,Domestic Shorthair,,98108
November 24 2015,208667,Julian,Cat,LaPerm,,98105
November 24 2015,142598,Poly,Cat,Domestic Shorthair,,98112
November 24 2015,445156,Simon,Cat,Domestic Shorthair,,98126
November 24 2015,732932,Hara,Cat,Siberian,,98125
November 24 2015,350610,Marty,Cat,Domestic Shorthair,,98103
November 25 2015,888129,Bugz,Cat,Domestic Shorthair,,98107
November 25 2015,445415,Max,Cat,Maine Coon,,98116
November 30 2015,905377,Scoots,Cat,Domestic Medium Hair,,98112
November 30 2015,584440,Felix,Cat,LaPerm,,98103
November 30 2015,129875,Whisper,Cat,Domestic Longhair,,98119
November 30 2015,21795,,Cat,Domestic Medium Hair,,98103
December 01 2015,833769,Coco,Cat,Ragdoll,Mix,98116
December 01 2015,833770,Isis,Cat,Ragdoll,Mix,98116
December 01 2015,443640,Eddy,Cat,Domestic Shorthair,,98115
December 01 2015,443635,Georgie,Cat,Domestic Shorthair,,98115
December 01 2015,214908,Jazz,Cat,Domestic Shorthair,,98125
December 01 2015,732857,Loki,Cat,Domestic Shorthair,,98119
December 01 2015,954138,Dancer,Cat,Domestic Shorthair,,98103
December 01 2015,108009,Berkeley,Cat,Domestic Shorthair,,98125
December 01 2015,905097,Delilah,Cat,Domestic Shorthair,,98133
December 01 2015,905769,Dexter,Cat,Domestic Shorthair,,98115
December 01 2015,905770,Leona,Cat,Domestic Shorthair,,98115
December 01 2015,217618,Sid Vicious,Cat,Domestic Shorthair,,98199
December 01 2015,816849,Manitou,Cat,Bombay,,98107
December 01 2015,127990,Blue,Cat,Domestic Shorthair,,98107
December 02 2015,101120,Alice,Cat,Domestic Shorthair,Mix,98121
December 02 2015,105680,Bella,Cat,Ragdoll,Siamese,98101
December 02 2015,134038,Maia,Cat,Domestic Shorthair,,98119
December 02 2015,129521,Meisha,Cat,Domestic Shorthair,,98133
December 02 2015,434026,Jinx,Cat,Domestic Medium Hair,,98115
December 02 2015,140679,,Cat,Domestic Shorthair,,98103
December 03 2015,896936,Kintaro,Cat,Domestic Shorthair,,98107
December 03 2015,896813,Nami,Cat,Domestic Shorthair,,98107
December 03 2015,353345,Fiona,Cat,Domestic Medium Hair,,98119
December 03 2015,578958,Miss Blackey,Cat,Domestic Medium Hair,,98133
December 03 2015,953657,Herdy,Cat,Domestic Shorthair,,98126
December 04 2015,433564,Kitty,Cat,Domestic Shorthair,,98119
December 04 2015,897175,Crawford,Cat,Domestic Shorthair,,98103
December 04 2015,833751,Rory,Cat,Domestic Shorthair,,98109
December 04 2015,948945,Beta,Cat,Domestic Shorthair,,98144
December 04 2015,948946,Biner,Cat,Domestic Shorthair,,98144
December 05 2015,274493,Kater,Cat,Domestic Shorthair,,98136
December 05 2015,823622,Catastrophe,Cat,LaPerm,,98109
December 06 2015,732946,Johann,Cat,Domestic Shorthair,,98125
December 06 2015,825470,Munchkin,Cat,Siamese,LaPerm,98125
December 06 2015,578199,Pixie,Cat,Abyssinian,,98112
December 06 2015,346886,Goro,Cat,Domestic Shorthair,,98119
December 06 2015,276680,Meredith,Cat,Domestic Longhair,,98106
December 06 2015,276770,Milo,Cat,Maine Coon,,98105
December 07 2015,134159,Kitty,Cat,LaPerm,,98106
December 08 2015,68315,Mouse,Cat,Russian Blue,,98178
December 08 2015,896312,Claire,Cat,Domestic Shorthair,,98103
December 08 2015,730318,Lucy,Cat,Domestic Shorthair,,98101
December 08 2015,108529,Stasia,Cat,Domestic Medium Hair,,98109
December 08 2015,897221,Dottie,Cat,Domestic Shorthair,,98117
December 08 2015,897222,Waylon,Cat,Domestic Shorthair,,98117
December 09 2015,73951,Pierre,Cat,Domestic Shorthair,,98122
December 09 2015,208267,Emma,Cat,Domestic Shorthair,,98199
December 10 2015,573163,Shadow,Cat,Domestic Shorthair,,98133
December 10 2015,268606,Shyann,Cat,LaPerm,,98133
December 10 2015,573197,Sasha,Cat,Domestic Shorthair,,98103
December 10 2015,825349,Buddy,Cat,Domestic Shorthair,,98146
December 10 2015,892926,Abby,Cat,Domestic Shorthair,,98199
December 11 2015,894586,Nikko,Cat,Siamese,,98112
December 11 2015,895961,Max,Cat,Domestic Shorthair,,98125
December 11 2015,892856,Lexy,Cat,Domestic Shorthair,,98126
December 11 2015,130544,Emma,Cat,Domestic Shorthair,,98126
December 11 2015,202895,Kitty,Cat,Domestic Shorthair,,98144
December 11 2015,897467,Jack,Cat,Manx,,98122
December 12 2015,345118,Priscilla,Cat,Domestic Shorthair,,98117
December 12 2015,569379,Dixie,Cat,Domestic Longhair,,98199
December 13 2015,905762,Boots,Cat,Domestic Shorthair,,98119
December 15 2015,949306,Gidget,Cat,Domestic Shorthair,,98125
December 15 2015,208797,Aster,Cat,Domestic Shorthair,,98116
December 15 2015,127855,Katya,Cat,Domestic Medium Hair,,98107
December 15 2015,905641,Smokey,Cat,Domestic Shorthair,,98115
December 15 2015,102883,Rex,Cat,Domestic Shorthair,Mix,98136
December 15 2015,897476,,Cat,Domestic Shorthair,,98136
December 16 2015,350681,Deuce,Cat,Domestic Medium Hair,,98106
December 16 2015,832366,Yoru Chan,Cat,Domestic Shorthair,,98133
December 16 2015,72288,Moose,Cat,Domestic Medium Hair,,98105
December 16 2015,433029,Toby,Cat,Domestic Longhair,,98117
December 16 2015,107860,Molly,Cat,Domestic Shorthair,,98106
December 16 2015,107861,Tazzie,Cat,Domestic Shorthair,,98106
December 16 2015,573190,Sabrina,Cat,Domestic Shorthair,,98118
December 16 2015,896526,Izzy,Cat,Domestic Shorthair,,98125
December 16 2015,956874,Capu,Cat,Domestic Medium Hair,,98117
December 16 2015,140290,Winnie,Cat,Balinese,,98117
December 16 2015,217534,Jezzabelle,Cat,Russian Blue,,98103
December 17 2015,347300,Wanjai,Cat,Siamese,,98119
December 17 2015,85109,Catamaran,Cat,Domestic Shorthair,,98109
December 17 2015,276927,Miayow,Cat,Siamese,,98144
December 17 2015,577738,Alice,Cat,Domestic Medium Hair,,98103
December 18 2015,107948,Zen,Cat,Domestic Longhair,Mix,98117
December 18 2015,263176,Ozobozo,Cat,Domestic Shorthair,,98115
December 18 2015,720963,Pepper,Cat,Domestic Shorthair,,98125
December 18 2015,720962,Pierre,Cat,Domestic Shorthair,,98125
December 18 2015,956944,Charlie,Cat,Siamese,,98126
December 18 2015,276572,Bruce,Cat,Domestic Shorthair,,98103
December 18 2015,129526,Ronnie,Cat,Domestic Shorthair,,98103
December 18 2015,434278,Fiona,Cat,Domestic Medium Hair,,98105
December 18 2015,346057,Cricket,Cat,Abyssinian,,98199
December 18 2015,21821,Percy Jackson,Cat,Domestic Shorthair,,98117
December 18 2015,896415,,Cat,Domestic Medium Hair,,98136
December 18 2015,429658,Toshie,Cat,Domestic Medium Hair,,98116
December 18 2015,282648,Ringer,Cat,Domestic Shorthair,,98107
December 18 2015,892993,Stubz,Cat,Manx,,98107
December 18 2015,276593,Zeus,Cat,LaPerm,,98102
December 18 2015,133833,Max,Cat,Domestic Medium Hair,,98116
December 19 2015,817950,Waldo,Cat,Domestic Longhair,,98103
December 19 2015,429481,George,Cat,Domestic Shorthair,,98117
December 19 2015,825491,Gemma,Cat,American Shorthair,,98125
December 20 2015,273641,Mr. Boots,Cat,Domestic Shorthair,,98133
December 20 2015,19168,Buddy,Cat,Domestic Shorthair,,98105
December 20 2015,17153,Raisin,Cat,Domestic Shorthair,,98103
December 20 2015,733422,Murphy,Cat,Domestic Longhair,,98102
December 21 2015,346875,Fred,Cat,Domestic Shorthair,,98101
December 22 2015,433894,Dickon,Cat,Domestic Shorthair,,98109
December 22 2015,129646,Kizzie,Cat,Domestic Shorthair,,98117
December 22 2015,962510,Boris,Cat,Domestic Shorthair,,98115
December 22 2015,962509,Cosmo,Cat,Domestic Shorthair,,98115
December 22 2015,109169,Mio,Cat,Domestic Shorthair,,98199
December 23 2015,580831,Xena,Cat,Domestic Shorthair,,98103
December 23 2015,273069,Timpkin,Cat,Domestic Medium Hair,,98102
December 23 2015,73206,Tilly,Cat,LaPerm,,98199
December 23 2015,133600,Precious,Cat,Persian,,98121
December 23 2015,444696,Temptation,Cat,LaPerm,,98115
December 23 2015,140506,Tinkerbell,Cat,Siamese,Snowshoe,98116
December 24 2015,905574,Louie,Cat,Domestic Shorthair,,98105
December 24 2015,208539,Layla,Cat,Domestic Medium Hair,,98117
December 24 2015,72265,Alley,Cat,Domestic Shorthair,,98115
December 24 2015,817899,LuLu,Cat,Persian,,98144
December 24 2015,953086,Tiger,Cat,Domestic Shorthair,,98122
December 26 2015,142031,Trinity,Cat,Angora,,98125
December 26 2015,217704,Katie,Cat,LaPerm,,98106
December 26 2015,142030,Babes,Cat,Domestic Shorthair,,98125
December 26 2015,571609,Mocha,Cat,Domestic Shorthair,,98103
December 28 2015,584466,Macon,Cat,LaPerm,,98199
December 28 2015,569022,Gabby,Cat,Domestic Shorthair,,98105
December 28 2015,569021,Tungsten,Cat,Domestic Shorthair,,98105
December 29 2015,208374,Ella,Cat,Domestic Medium Hair,,98122
December 30 2015,101238,Lucius,Cat,Domestic Shorthair,Mix,98125
December 30 2015,101239,Storm,Cat,Ragdoll,Mix,98125
December 31 2015,953199,Ethyl,Cat,Domestic Longhair,,98125
December 31 2015,897933,Tiger,Cat,Domestic Shorthair,,98118
December 31 2015,905733,Olivia,Cat,Siamese,,98126
December 31 2015,578955,Nugget,Cat,Domestic Shorthair,,98107
December 31 2015,897178,Antissa,Cat,Siamese,,98102
December 31 2015,897177,Toshi,Cat,Domestic Shorthair,,98102
December 31 2015,586332,Leon,Cat,LaPerm,,98121
December 31 2015,586333,Mathilda,Cat,LaPerm,,98121
January 05 2016,21902,Artoo,Cat,Domestic Medium Hair,,98122
January 05 2016,109870,Lilly,Cat,Domestic Medium Hair,,98106
January 05 2016,964542,Catalina,Cat,Domestic Shorthair,,98103
January 05 2016,204973,Coraline,Cat,Maine Coon,,98116
January 07 2016,129219,Sadie,Cat,Domestic Shorthair,,98177
January 08 2016,822915,,Cat,Domestic Shorthair,Russian Blue,98199
January 10 2016,964816,Roary,Cat,Domestic Medium Hair,,98117
January 10 2016,962050,Mouse,Cat,Domestic Shorthair,,98107
January 10 2016,962051,Mojo,Cat,Domestic Longhair,,98107
January 11 2016,75599,Boots,Cat,Domestic Shorthair,,98116
January 11 2016,75598,Buttons,Cat,Domestic Shorthair,,98116
January 11 2016,833535,Marcelin,Cat,Siamese,,98107
January 13 2016,730389,,Cat,Domestic Shorthair,,98121
January 13 2016,129054,Chopsticks,Cat,Siamese,,98125
January 14 2016,273870,Pepper,Cat,Domestic Shorthair,,98136
January 14 2016,445230,Oedipus,Cat,Cornish Rex,,98121
January 19 2016,123275,Gumby,Cat,Domestic Longhair,,98117
January 19 2016,208311,Kyriaki,Cat,Domestic Shorthair,,98107
January 19 2016,349609,Chispa (Chichi),Cat,LaPerm,,98199
January 19 2016,349603,Scout,Cat,LaPerm,,98199
January 20 2016,83150,Artemis,Cat,Domestic Shorthair,,98103
January 22 2016,123623,Patch,Cat,Domestic Longhair,,98106
January 25 2016,896246,,Cat,Domestic Shorthair,,98125
January 25 2016,586647,Elvira,Cat,Domestic Shorthair,,98112
January 25 2016,350390,Frankie,Cat,Siamese,,98112
January 25 2016,350391,Trixie,Cat,Siamese,,98112
January 26 2016,964467,Clark Kent,Cat,Domestic Shorthair,,98144
January 27 2016,217584,Gidget,Cat,Domestic Shorthair,,98122
January 29 2016,964544,Sunny,Cat,LaPerm,,98117
January 30 2016,85187,Percivale,Cat,Domestic Shorthair,,98117
February 01 2016,353153,Cutie,Cat,LaPerm,,98199
February 02 2016,111080,Dylan,Cat,Ragdoll,,98133
February 02 2016,276900,Mary Jane,Cat,Siamese,Mix,98103
February 04 2016,578999,Kitty,Cat,Siberian,,98115
February 04 2016,732808,Jasper,Cat,Domestic Shorthair,,98115
February 05 2016,111574,Apollo,Cat,Norwegian Forest,,98126
February 06 2016,582917,Buffy,Cat,LaPerm,,98116
February 08 2016,905191,Harmady,Cat,Domestic Shorthair,,98105
February 09 2016,204603,Cookie,Cat,Russian Blue,,98107
February 09 2016,273545,Etta,Cat,Domestic Shorthair,,98144
February 10 2016,954139,Sookie,Cat,Domestic Shorthair,,98116
February 11 2016,128392,Maddie,Cat,Domestic Shorthair,,98115
February 11 2016,445263,Lily,Cat,American Shorthair,,98122
February 12 2016,208415,Frankie,Cat,Domestic Medium Hair,,98136
February 13 2016,445438,Kiki,Cat,Domestic Shorthair,,98144
February 16 2016,349529,,Cat,Domestic Shorthair,,98103
February 16 2016,832397,Tanya,Cat,Domestic Shorthair,Siamese,98103
February 16 2016,111715,Callie,Cat,Domestic Shorthair,,98177
February 16 2016,215375,Madison,Cat,Domestic Shorthair,,98103
February 16 2016,282972,Suleyman,Cat,Turkish Van,,98136
February 16 2016,273197,Ginny,Cat,Domestic Longhair,,98117
February 19 2016,133880,Anton,Cat,Domestic Shorthair,,98112
February 21 2016,833541,Fea,Cat,Domestic Shorthair,,98117
February 22 2016,445249,Ser Duncan,Cat,Domestic Medium Hair,,98103
February 23 2016,101058,Habibi,Cat,Domestic Longhair,Mix,98106
February 23 2016,962379,Tau,Cat,Domestic Shorthair,,98119
February 24 2016,434890,Princess Daisy,Cat,Domestic Longhair,,98105
February 24 2016,434892,Sammi,Cat,Domestic Shorthair,,98105
February 27 2016,215274,Peaches,Cat,Manx,Domestic Shorthair,98117
February 27 2016,110775,Tobina,Cat,Siamese,Mix,98136
March 01 2016,110593,Boo Boo,Cat,Turkish Van,,98125
March 01 2016,110071,Snowball,Cat,Domestic Shorthair,,98117
March 02 2016,110597,Penelope,Cat,Domestic Longhair,,98136
March 02 2016,110074,Sakura,Cat,Snowshoe,Mix,98126
March 02 2016,134040,Minerva,Cat,American Shorthair,Burmese,98106
March 02 2016,134028,Buddy,Cat,Domestic Medium Hair,,98117
March 03 2016,110787,King,Cat,Domestic Shorthair,Mix,98104
March 03 2016,110791,,Cat,Siamese,Mix,98115
March 03 2016,110795,,Cat,Domestic Shorthair,Mix,98133
March 03 2016,110796,,Cat,Domestic Shorthair,Mix,98107
March 03 2016,110996,Muffy,Cat,Domestic Shorthair,Mix,98106
March 03 2016,110992,Kitty Pie,Cat,Domestic Shorthair,Mix,98109
March 03 2016,110995,Gremlin,Cat,Manx,Mix,98101
March 03 2016,110994,Blue,Cat,Manx,Mix,98101
March 03 2016,104407,Butter Cream,Cat,Domestic Shorthair,Mix,98103
March 03 2016,110797,,Cat,Domestic Shorthair,Mix,98133
March 03 2016,110798,Zu Zu,Cat,Domestic Shorthair,,98103
March 03 2016,110799,,Cat,Domestic Medium Hair,Mix,98115
March 03 2016,110835,,Cat,Domestic Shorthair,Mix,98117
March 03 2016,110836,,Cat,Domestic Medium Hair,Mix,98122
March 03 2016,110837,,Cat,Domestic Shorthair,Mix,98109
March 03 2016,112436,Harriet,Cat,American Shorthair,,98118
March 03 2016,112417,Jimmy,Cat,Domestic Longhair,,98122
March 03 2016,112497,Kix,Cat,American Shorthair,,98106
March 04 2016,110599,Joe,Cat,Domestic Shorthair,,98103
March 04 2016,112202,Chester,Cat,Domestic Medium Hair,Mix,98122
March 04 2016,104411,Gum Drop,Cat,Domestic Shorthair,Mix,98104
March 04 2016,111899,Lily,Cat,Domestic Shorthair,,
March 04 2016,104410,Lila,Cat,British Shorthair,Mix,98109
March 04 2016,111900,Bill,Cat,Domestic Medium Hair,Mix,98103
March 04 2016,112479,Max,Cat,American Shorthair,,98117
March 04 2016,112480,Milo,Cat,Domestic Longhair,Maine Coon,98117
March 04 2016,112341,Dot,Cat,Russian Blue,,98122
March 04 2016,112473,Moose,Cat,Domestic Longhair,,98126
March 04 2016,112414,Kimchee,Cat,Domestic Shorthair,,98121
March 04 2016,112415,Lucky,Cat,Domestic Longhair,,98121
March 05 2016,112095,Daphne,Cat,Domestic Shorthair,Mix,98125
March 05 2016,112088,Fuzzy,Cat,Domestic Longhair,Mix,98118
March 05 2016,104413,Tinkerbelle,Cat,Maine Coon,Mix,98115
March 05 2016,104414,Little Manx,Cat,Domestic Shorthair,Mix,98103
March 06 2016,112082,Tuffy,Cat,Domestic Shorthair,Mix,98115
March 06 2016,112079,Ariel,Cat,Siamese,,98107
March 06 2016,112077,Slinky,Cat,Domestic Shorthair,Mix,98117
March 06 2016,110839,Felix,Cat,Maine Coon,Mix,98126
March 07 2016,112208,Waylon,Cat,Manx,Mix,98104
March 07 2016,120556,Lucy,Cat,Domestic Shorthair,,98117
March 07 2016,128257,Trouble,Cat,Domestic Shorthair,,98119
March 07 2016,130664,Samantha,Cat,Domestic Shorthair,,98119
March 07 2016,74630,Kitty Kat,Cat,American Shorthair,,98117
March 07 2016,140662,Perry,Cat,Maine Coon,,98115
March 07 2016,133407,Allie,Cat,Domestic Shorthair,,98199
March 07 2016,140623,Ginger,Cat,American Shorthair,,98115
March 08 2016,110845,Angel,Cat,Domestic Shorthair,,98117
March 08 2016,100596,Mascot,Cat,Domestic Shorthair,Mix,98133
March 08 2016,110079,Edgar,Cat,Domestic Shorthair,Mix,98119
March 08 2016,110080,Oliver,Cat,Domestic Shorthair,Mix,98117
March 08 2016,117820,Bubblez,Cat,Domestic Shorthair,,98103
March 08 2016,443593,Cleo,Cat,Domestic Shorthair,,98118
March 08 2016,140658,Carlin,Cat,Domestic Shorthair,,98103
March 08 2016,140685,Martin,Cat,Domestic Shorthair,,98103
March 08 2016,140680,Minnie Purrl,Cat,Domestic Shorthair,,98103
March 08 2016,124428,Taquita,Cat,Domestic Longhair,,98119
March 08 2016,134135,Gracie,Cat,Domestic Shorthair,,98117
March 08 2016,134136,Priscilla,Cat,Domestic Medium Hair,,98117
March 08 2016,123107,Georgia,Cat,LaPerm,,98103
March 08 2016,129463,Sahalee,Cat,Pixie-Bob,,98103
March 08 2016,122945,Koshi,Cat,Domestic Shorthair,,98126
March 08 2016,133485,Molly Bloom,Cat,Domestic Medium Hair,,98122
March 08 2016,113071,Annabella,Cat,Ragdoll,,98109
March 08 2016,113072,Nadia,Cat,Domestic Shorthair,,98109
March 08 2016,113018,Tippy,Cat,Domestic Shorthair,,98133
March 08 2016,113096,Shabu,Cat,American Shorthair,,98136
March 08 2016,134128,Streak,Cat,Domestic Longhair,,98103
March 08 2016,129436,Maximilien,Cat,Maine Coon,,98101
March 08 2016,128423,Kita,Cat,Domestic Shorthair,,98107
March 08 2016,133897,JoJo,Cat,Domestic Shorthair,,98117
March 08 2016,133469,Jessica,Cat,Domestic Shorthair,,98122
March 08 2016,140671,Tessie,Cat,Domestic Shorthair,,98117
March 08 2016,113085,Dakota,Cat,Domestic Shorthair,,98133
March 08 2016,129704,Lupita,Cat,Domestic Shorthair,,98122
March 08 2016,134074,Marty,Cat,Domestic Shorthair,,98109
March 08 2016,134085,Paul,Cat,Domestic Shorthair,,98116
March 08 2016,207067,Nellie,Cat,Domestic Shorthair,,98126
