License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
February 07 2018,140420,Ozzie,Dog,Havanese,,98116
February 07 2018,123558,Mochi,Dog,"Welsh Corgi, Cardigan",Spaniel,98108
February 07 2018,27770,Tevy,Dog,"Dachshund, Standard Smooth Haired",,98133
February 07 2018,140440,Bailey,Dog,"Retriever, Golden",,98119
February 07 2018,140428,Sapphire,Dog,Shih Tzu,"Terrier, Yorkshire",98178
February 07 2018,27560,Aya,Dog,Shiba Inu,,98116
February 07 2018,106430,Lady,Dog,"Retriever, Golden",,98133
February 08 2018,110422,Sara,Dog,"Retriever, Labrador",,98115
February 08 2018,139958,Peluche,Dog,Border Collie,"Welsh Corgi, Cardigan",98108
February 08 2018,26270,Libby,Dog,"Bulldog, French",,98199
February 08 2018,140294,Daisy,Dog,Shih Tzu,Mix,98115
February 08 2018,139961,Cookie,Dog,German Shepherd,Mix,98125
February 08 2018,80567,Zoey,Dog,"Spaniel, American Cocker","Poodle, Miniature",98108
February 08 2018,118330,Summer,Dog,Rottweiler,"Retriever, Labrador",98115
February 08 2018,111232,Paisley,Dog,"Welsh Corgi, Pembroke",Siberian Husky,98144
February 08 2018,140419,Ruby,Dog,"Terrier, American Staffordshire","Retriever, Labrador",98116
February 08 2018,140412,Coco,Dog,"Poodle, Miniature",,98112
February 08 2018,140435,Henrietta,Dog,"Bulldog, French",,98109
February 08 2018,140417,Lumi,Dog,Beagle,"Chihuahua, Short Coat",98115
February 08 2018,114601,Lola,Dog,Brittany,"Welsh Corgi, Pembroke",98146
February 08 2018,16278,Molly,Dog,"Retriever, Golden",,98115
February 08 2018,140431,Leeloo Dallas,Dog,"Poodle, Standard",,98118
February 08 2018,140418,Tala,Dog,"Australian Shepherd, Miniature","Poodle, Standard",98115
February 08 2018,140415,Molly,Dog,Australian Shepherd,,98119
February 08 2018,140403,Bella,Dog,"Retriever, Labrador",,98177
February 08 2018,140424,Miruku,Dog,Siberian Husky,"Terrier, American Staffordshire",98105
February 08 2018,110463,Ginny,Dog,"Retriever, Golden","Terrier, Jack Russell",98103
February 08 2018,110241,Ruthie,Dog,Bichon Frise,Havanese,98115
February 08 2018,140405,Bess,Dog,Plott Hound,Dutch Shepherd,98144
February 08 2018,78135,Pippi,Dog,Portuguese Water Dog,,98126
February 08 2018,106798,Yeti,Dog,Maltese,"Poodle, Miniature",98116
February 08 2018,83970,Choco,Dog,"Retriever, Labrador","Poodle, Standard",98118
February 08 2018,140422,Nutella,Dog,"Retriever, Labrador",,98199
February 08 2018,109663,Lady,Dog,"Retriever, Labrador",Mix,98117
February 08 2018,140425,Gracie,Dog,"Bulldog, English",,98116
February 08 2018,112435,Booney,Dog,Boxer,,98126
February 09 2018,895189,Kona,Dog,"Spaniel, English Springer",,98103
February 09 2018,79678,Luna,Dog,"Bulldog, American","Terrier, American Pit Bull",98133
February 09 2018,75610,Tesse,Dog,Maltese,,98109
February 09 2018,139965,Ginger,Dog,Beagle,Mix,98109
February 09 2018,101732,Ruby,Dog,"Retriever, Golden",,98103
February 09 2018,108732,Ginger,Dog,"Spaniel, Cavalier King Charles","Spaniel, American Cocker",98103
February 09 2018,139966,Miso,Dog,"Spaniel, Cavalier King Charles","Poodle, Miniature",98103
February 09 2018,83931,Reba,Dog,"Retriever, Golden",,98117
February 09 2018,84266,Kaylee,Dog,Hound,,98103
February 09 2018,111545,Bella,Dog,"Retriever, Golden",,98115
February 09 2018,111027,Moji North,Dog,"Chihuahua, Short Coat",Mix,98103
February 09 2018,112349,Daisy Wolk,Dog,"Bulldog, French","Retriever, Labrador",98112
February 09 2018,108299,Mia,Dog,"Chihuahua, Short Coat",Mix,98122
February 09 2018,140569,"Agnes ""Aggie"" Snowball Pineapple Clark",Dog,"Retriever, Labrador",,98106
February 09 2018,111455,Sabrina,Dog,Papillon,"Dachshund, Miniature Smooth Haired",98125
February 09 2018,81700,Izzy,Dog,Xoloitzcuintli,,98177
February 09 2018,119504,Juno,Dog,Hound,Beagle,98106
February 09 2018,82805,Juno,Dog,"Retriever, Golden","Poodle, Standard",98115
February 09 2018,126056,Roxy,Dog,Rottweiler,Australian Cattle Dog,98101
February 09 2018,111551,Ella,Dog,"Poodle, Miniature",Mix,98118
February 09 2018,111778,Lizzie,Dog,Border Collie,Basenji,98102
February 09 2018,83030,Zadie,Dog,"Chihuahua, Short Coat",,98102
February 09 2018,103121,Lulu,Dog,"Terrier, Boston",,98103
February 09 2018,83133,Pua,Dog,"Chihuahua, Short Coat",Mix,98112
February 09 2018,27726,Winnie,Dog,"Terrier, Jack Russell","Terrier, Fox, Toy",98107
February 09 2018,112394,Bmo,Dog,"Terrier, American Staffordshire",Plott Hound,98133
February 09 2018,71326,Gigi,Dog,Pekingese,,98105
February 09 2018,140615,Ransom,Dog,"Terrier, Bull",,98106
February 09 2018,27630,Donut,Dog,Border Collie,Whippet,98119
February 09 2018,27590,Luz,Dog,"Retriever, Labrador",,98122
February 09 2018,112348,Zoe,Dog,Border Collie,Mix,98107
February 09 2018,140557,Farrah,Dog,Xoloitzcuintli,,98106
February 09 2018,126771,Stevie Nicks,Dog,"Chihuahua, Long Coat",Mix,98102
February 09 2018,140574,June,Dog,Rhodesian Ridgeback,,98102
February 09 2018,84141,Stella,Dog,"Terrier, Soft Coated Wheaten",,98136
February 09 2018,109730,P Nut,Dog,"Terrier, American Pit Bull",Mix,98177
February 09 2018,106219,Chloe,Dog,"Retriever, Labrador",Terrier,98126
February 09 2018,111485,Kascade,Dog,"Retriever, Golden","Retriever, Labrador",98119
February 09 2018,140592,Ivy,Dog,"Poodle, Standard",,98117
February 09 2018,112426,Stella,Dog,"Retriever, Labrador",,98105
February 09 2018,140523,Pipa,Dog,"Retriever, Labrador",,98177
February 09 2018,140570,Callie June Aranda,Dog,"Vizsla, Smooth Haired",Rhodesian Ridgeback,98136
February 09 2018,140546,Emmy,Dog,"Terrier, American Staffordshire",Mix,98117
February 09 2018,127509,Dora,Dog,"Poodle, Standard","Retriever, Golden",98102
February 09 2018,110938,Billie,Dog,Bulldog,Hound,98117
February 09 2018,140547,Lola,Dog,"Bulldog, French",,98102
February 09 2018,110620,Lucy Sophia,Dog,"Poodle, Standard",,98146
February 09 2018,960541,Sophie,Dog,Bichon Frise,"Poodle, Miniature",98103
February 09 2018,79870,Izzabella,Dog,"Retriever, Labrador",,98119
February 09 2018,140520,Cola,Dog,"Chihuahua, Short Coat","Terrier, Jack Russell",98102
February 10 2018,15149,Bella,Dog,Australian Shepherd,Mix,98125
February 10 2018,900894,Annie,Dog,"Retriever, Labrador",,98115
February 10 2018,140695,Bunny,Dog,"Chihuahua, Short Coat",Mix,98178
February 10 2018,109802,Mops,Dog,"Poodle, Toy",,98117
February 10 2018,340297,Luna,Dog,"Retriever, Golden","Poodle, Miniature",98118
February 10 2018,105920,Joy,Dog,Shetland Sheepdog,,98116
February 10 2018,109988,Mimi,Dog,American Eskimo,Lhasa Apso,98103
February 10 2018,440316,Sonya,Dog,Pomeranian,,98146
February 10 2018,139974,Blondie,Dog,Pomeranian,Mix,98126
February 11 2018,105815,Brylie,Dog,Shih Tzu,"Poodle, Miniature",98109
February 12 2018,140538,Emma,Dog,"Retriever, Golden",,98109
February 12 2018,111245,Juno,Dog,"Welsh Corgi, Pembroke",,98103
February 12 2018,111211,Maddie,Dog,Mastiff,German Shepherd,98115
February 12 2018,140542,Aria,Dog,Schipperke,,98121
February 12 2018,140525,Lizzie,Dog,Mix,,98133
February 12 2018,107432,Phoebe,Dog,Weimaraner,"Pointer, German Shorthaired",98107
February 12 2018,80218,Anna,Dog,"Retriever, Labrador",Australian Cattle Dog,98109
February 12 2018,83730,Zoe,Dog,"Retriever, Labrador",Chow Chow,98144
February 12 2018,24701,Maddie,Dog,Terrier,,98103
February 12 2018,111282,Duchess,Dog,Basenji,"Terrier, American Pit Bull",98105
February 12 2018,80474,Lexy,Dog,"Terrier, American Pit Bull","Retriever, Labrador",98118
February 12 2018,140515,Zella,Dog,"Dachshund, Standard Smooth Haired",Mix,98117
February 12 2018,111860,Coconut,Dog,"Chihuahua, Short Coat",,98126
February 12 2018,140616,Violet Juniper Skye,Dog,Weimaraner,,98107
February 12 2018,80541,Millie,Dog,"Retriever, Golden","Poodle, Standard",98109
February 12 2018,84189,Maggie,Dog,"Retriever, Labrador",German Shepherd,98102
February 12 2018,111254,Rogue,Dog,"Terrier, American Pit Bull",,98106
February 12 2018,140597,Jewel,Dog,"Retriever, Labrador",Mix,98115
February 12 2018,82181,Annie,Dog,"Retriever, Labrador",,98117
February 12 2018,74871,Ellie,Dog,Shetland Sheepdog,,98116
February 12 2018,361290,Andy,Dog,"Chihuahua, Short Coat",,98102
February 12 2018,84110,Chipper,Dog,Shepherd,Mix,98115
February 12 2018,83938,Sastrugi,Dog,Great Pyrenees,,98144
February 12 2018,140594,Bailey,Dog,Mix,,98115
February 12 2018,140571,Leigh,Dog,Anatolian Shepherd,Australian Shepherd,98118
February 12 2018,140541,Whitney,Dog,Pointer,Hound,98102
February 13 2018,66163,Kona,Dog,Italian Greyhound,,98117
February 13 2018,111478,Zoe,Dog,"Retriever, Golden",,98119
February 13 2018,140565,Riley,Dog,Australian Cattle Dog,,98103
February 13 2018,107487,Buttercup,Dog,Bichon Frise,,98112
February 13 2018,66077,Bridgette,Dog,Maltese,,98118
February 13 2018,83977,Sirius,Dog,Shih Tzu,"Schnauzer, Miniature",98101
February 13 2018,79442,Chloe,Dog,"Spaniel, Welsh Springer",, 
February 13 2018,140576,Cayenne,Dog,Australian Cattle Dog,,98118
February 13 2018,140602,Lucy,Dog,"Schnauzer, Miniature",,98101
February 13 2018,140612,Mei Mei,Dog,Mix,,98118
February 13 2018,79797,Trixy,Dog,Irish Wolfhound,,98126
February 13 2018,78498,Sandy,Dog,"Terrier, Fox, Wire","Poodle, Miniature",98116
February 13 2018,140617,Kali,Dog,"Retriever, Golden",,98103
February 13 2018,112002,Erin,Dog,Border Collie,"Spaniel, English Springer",98106
February 13 2018,111399,Jazzy Sprinkles,Dog,Pointer,"Terrier, American Pit Bull",98126
February 13 2018,140599,Lola,Dog,Mix,,98117
February 13 2018,140614,Kiyah,Dog,Australian Shepherd,,98115
February 13 2018,78619,Darcy,Dog,Shepherd,"Terrier, American Pit Bull",98117
February 13 2018,83011,Boo,Dog,Miniature Pinscher,,98119
February 13 2018,901897,lady caca,Dog,Norwegian Elkhound,,98108
February 13 2018,84106,Lulu,Dog,Border Collie,Australian Shepherd,98125
February 13 2018,82161,Emma,Dog,"Spaniel, Cavalier King Charles",,98136
February 13 2018,111936,Cocoa,Dog,Beagle,"Retriever, Labrador",98101
February 13 2018,112012,Piper,Dog,"Terrier, Boston",,98126
February 13 2018,140530,Layla,Dog,Catahoula Leopard dog,Mix,98107
February 13 2018,140561,May May,Dog,Italian Greyhound,,98105
February 13 2018,110676,Prepper,Dog,Greyhound,Mix,9811
February 13 2018,79273,Annie,Dog,"Retriever, Labrador",Boxer,98107
February 13 2018,84239,Rikku,Dog,"Retriever, Golden",Chow Chow,98107
February 13 2018,140575,Addison,Dog,Hound,Retriever,98101
February 13 2018,140514,Phoebe,Dog,Newfoundland,Great Pyrenees,98146
February 13 2018,140552,Jessie,Dog,"Retriever, Golden",Border Collie,98115
February 13 2018,140537,Whiskey,Dog,Alaskan Klee Kai,,98144
February 13 2018,111908,Jakes,Dog,Greyhound,"Retriever, Labrador",98122
February 13 2018,118160,Maggie,Dog,"Retriever, Golden",,98116
February 13 2018,18089,Molly Mae,Dog,Terrier,Mix,98107
February 13 2018,140556,Bridgette,Dog,"Terrier, Jack Russell",Mix,98126
February 13 2018,110486,Eva Godzilla,Dog,Border Collie,"Retriever, Labrador",98136
February 13 2018,78618,Olive,Dog,Bernese Mountain Dog,Mix,98115
February 13 2018,140522,Stella,Dog,"Spaniel, American Cocker",,98102
February 13 2018,113501,Daphne,Dog,"Chihuahua, Short Coat",,98133
February 13 2018,82485,Tilly,Dog,"Bulldog, American","Terrier, American Pit Bull",98107
February 13 2018,79665,Latte,Dog,"Dachshund, Standard Smooth Haired",,98122
February 13 2018,140551,Briar Rose,Dog,Catahoula Leopard dog,Mix,98122
February 13 2018,111370,Birdie,Dog,Australian Cattle Dog,"Retriever, Labrador",98101
February 13 2018,140554,Henna,Dog,Shepherd,Siberian Husky,98116
February 13 2018,140517,Yuki,Dog,Shiba Inu,,98102
February 13 2018,140610,Lucy,Dog,Greyhound,,98115
February 13 2018,81920,Whisper,Dog,"Terrier, American Staffordshire",,98107
February 13 2018,105851,Harper,Dog,"Retriever, Golden","Poodle, Standard",98108
February 13 2018,111099,Annie Inman,Dog,Newfoundland,Border Collie,98109
February 13 2018,111974,Sushi,Dog,"Dachshund, Standard Long Haired",,98108
February 13 2018,111717,Freya,Dog,German Shepherd,Australian Shepherd,98133
February 13 2018,140553,Nala,Dog,"Terrier, Pit Bull",,98126
February 13 2018,81892,Shadow,Dog,Siberian Husky,,98104
February 13 2018,140524,Saffron,Dog,Newfoundland,,98102
February 13 2018,112445,Gucci,Dog,Miniature Pinscher,,98116
February 13 2018,140519,Leia,Dog,"Chihuahua, Short Coat",Terrier,98107
February 13 2018,84123,Lucy,Dog,"Chihuahua, Short Coat",Terrier,98117
February 13 2018,23683,Luna,Dog,"Retriever, Golden","Poodle, Standard",98107
February 13 2018,102992,Honeybun,Dog,Maltese,"Terrier, Yorkshire",98133
February 13 2018,112406,Pippa,Dog,"Terrier, Border",Australian Shepherd,98103
February 13 2018,82155,Taylor Capossela,Dog,"Retriever, Labrador","Poodle, Standard",98112
February 13 2018,111494,Lilly,Dog,Border Collie,Australian Cattle Dog,98199
February 13 2018,84065,Gaia,Dog,"Retriever, Labrador","Poodle, Standard",98115
February 13 2018,140586,Caddie,Dog,"Setter, English",,98118
February 13 2018,27760,Lady Tik,Dog,"Retriever, Golden",,98125
February 13 2018,82484,Olive,Dog,Terrier,Mix,98178
February 13 2018,140613,Valley,Dog,German Shepherd,,98117
February 13 2018,85601,Rosie,Dog,"Retriever, Labrador",Australian Cattle Dog,98103
February 13 2018,83878,Luna,Dog,"Retriever, Labrador",,98107
February 13 2018,581450,Emma,Dog,"Chihuahua, Short Coat",,98103
February 13 2018,140587,Ocho,Dog,"Retriever, Labrador",,98107
February 14 2018,106381,Clover,Dog,Dalmatian,Pointer,98177
February 14 2018,82086,Melly,Dog,Cane Corso,Mix,98106
February 14 2018,78759,Penny,Dog,"Spaniel, American Cocker","Poodle, Miniature",98116
February 14 2018,732130,Maggie,Dog,"Terrier, Scottish",,98125
February 14 2018,140658,Nzenga,Dog,Mix,,98118
February 14 2018,140646,Luna,Dog,"Poodle, Standard","Retriever, Golden",98105
February 14 2018,960311,Maya,Dog,"Retriever, Golden",,98115
February 14 2018,101136,Mabel,Dog,"Retriever, Labrador",Chinese Shar-Pei,98118
February 14 2018,140643,Stella,Dog,Pointer,Mix,98106
February 14 2018,80380,Piper,Dog,"Spaniel, Cavalier King Charles",,98117
February 14 2018,112025,Sadie,Dog,"Retriever, Labrador",Australian Kelpie,98108
February 14 2018,76225,Roxie,Dog,Border Collie,Mix,98125
February 14 2018,140644,Ruby,Dog,Australian Shepherd,Doberman Pinscher,98116
February 14 2018,140631,Kali,Dog,"Terrier, Staffordshire Bull",Boxer,98109
February 14 2018,140628,Lady,Dog,"Welsh Corgi, Pembroke",,98102
February 14 2018,140661,Gigi,Dog,"Retriever, Labrador","Spaniel, American Cocker",98122
February 14 2018,75763,Lucy Wong,Dog,Beagle,"Coonhound, Treeing Walker",98115
February 14 2018,109011,Hailey,Dog,"Retriever, Labrador",Border Collie,98122
February 14 2018,140647,Trinity,Dog,Australian Shepherd,"Retriever, Golden",98103
February 14 2018,23681,Coco Moon,Dog,"Retriever, Labrador",Hound,98117
February 14 2018,86254,Bailey,Dog,"Retriever, Labrador",,98116
February 14 2018,140634,Annie,Dog,Dutch Shepherd,,98125
February 15 2018,137579,Cedar,Dog,Australian Cattle Dog,Mix,98107
February 15 2018,100186,Coda,Dog,Australian Cattle Dog,,98107
February 15 2018,139989,Mia,Dog,Miniature Pinscher,Mix,98122
February 15 2018,110561,Leila,Dog,"Retriever, Golden",Mix,98103
February 15 2018,85154,Gracie,Dog,"Poodle, Standard",,98103
February 15 2018,83993,Mylee,Dog,Lhasa Apso,,98115
February 15 2018,137578,Kona,Dog,"Retriever, Labrador","Poodle, Standard",98102
February 15 2018,82082,Gianna,Dog,"Retriever, Labrador",,98136
February 15 2018,119666,Artemis,Dog,"Retriever, Labrador",Mix,98125
February 15 2018,83846,Windy,Dog,"Retriever, Labrador",,98125
February 15 2018,139992,Stella,Dog,"Terrier, Pit Bull",Mix,98122
February 15 2018,110400,Lola,Dog,Terrier,,98199
February 15 2018,140654,Rose,Dog,"Terrier, Fox, Wire",,98136
February 15 2018,112482,Willow,Dog,"Terrier, Pit Bull",Mix,98136
February 15 2018,140648,Lily,Dog,"Retriever, Labrador","Poodle, Standard",98199
February 15 2018,126812,Rory,Dog,Terrier,,98104
February 15 2018,140649,Feebee,Dog,Mix,,98119
February 15 2018,81517,Sophie,Dog,Basenji,Terrier,98136
February 15 2018,140665,Mochi,Dog,"Bulldog, French","Terrier, Boston",98126
February 15 2018,26080,Amie,Dog,"Griffon, Brussels",,98139
February 15 2018,80116,Kona Kitazumi,Dog,"Terrier, Cairn",,98178
February 15 2018,101140,Cookie,Dog,Shepherd,Mix,98122
February 15 2018,140640,Flossie,Dog,Lhasa Apso,Shih Tzu,98199
February 15 2018,23696,Mila,Dog,"Retriever, Labrador","Poodle, Standard",98117
February 15 2018,140651,Minnie,Dog,Shih Tzu,Pekingese,98108
February 15 2018,140653,Sasha,Dog,Shih Tzu,Pomeranian,98108
February 15 2018,140645,Bijette,Dog,Havanese,Havanese,98116
February 15 2018,140635,Sunny,Dog,"Chihuahua, Short Coat",Miniature Pinscher,98125
February 15 2018,140650,LLou,Dog,"Poodle, Standard",,98103
February 15 2018,140624,Chiquita,Dog,"Chihuahua, Short Coat",Pug,98105
February 16 2018,139769,Nika,Dog,German Shepherd,,98125
February 16 2018,139771,Sasha,Dog,Dutch Shepherd,Mix,98125
February 16 2018,118004,Roxy,Dog,"Australian Shepherd, Miniature",Mix,98116
February 16 2018,140801,Piper,Dog,"Retriever, Labrador",Boxer,98122
February 16 2018,83879,Juno,Dog,Border Collie,,98112
February 16 2018,111727,Phoenix,Dog,"Poodle, Miniature",Mix,98125
February 16 2018,81726,Kara,Dog,"Retriever, Labrador",Mix,98116
February 16 2018,81731,Lola,Dog,"Retriever, Labrador",,98117
February 16 2018,140726,Ela,Dog,"Retriever, Golden",,98122
February 16 2018,102199,Toaster,Dog,Shih Tzu,Bichon Frise,98107
February 16 2018,140781,Lucy,Dog,"Retriever, Labrador",Bullmastiff,98115
February 16 2018,140744,Rosie Marie Hicks,Dog,Greyhound,,98109
February 16 2018,140754,Finley,Dog,Greyhound,German Shepherd,98199
February 16 2018,140751,Maisy,Dog,"Dachshund, Miniature Smooth Haired",,98115
February 16 2018,78157,Franny,Dog,Kooikerhondje,,98112
February 16 2018,110706,Kiki,Dog,"Terrier, Pit Bull",,98116
February 16 2018,140784,Maisie,Dog,"Dachshund, Miniature Smooth Haired","Chihuahua, Short Coat",98115
February 16 2018,140800,Gracie,Dog,"Bulldog, American","Terrier, Staffordshire Bull",98107
February 20 2018,140707,Sally,Dog,Border Collie,"Retriever, Labrador",98125
February 16 2018,140705,ROXIE HEART,Dog,"Spaniel, Cavalier King Charles",Bichon Frise,98102
February 16 2018,140792,Daisy,Dog,English Mastiff,"Retriever, Labrador",98119
February 16 2018,108405,Mele,Dog,"Retriever, Labrador",,98122
February 16 2018,903806,Daisy,Dog,"Retriever, Golden",,98115
February 16 2018,140708,Chiara,Dog,Greyhound,,98109
February 17 2018,107986,Bella,Dog,"Terrier, Yorkshire",Mix,98119
February 17 2018,139997,Delilah,Dog,"Terrier, Jack Russell","Chihuahua, Short Coat",98106
February 17 2018,110578,Mandy,Dog,"Spaniel, English Springer",,98115
February 17 2018,131815,Roma,Dog,"Retriever, Labrador",,98107
February 17 2018,83885,Maizy,Dog,Australian Shepherd,,98115
February 17 2018,84255,Izzy,Dog,"Terrier, Jack Russell",German Shepherd,98112
February 17 2018,112462,Cleo,Dog,Catahoula Leopard dog,,98136
February 17 2018,112461,Phoebe,Dog,"Retriever, Labrador",,98136
February 17 2018,110038,Olive,Dog,American Eskimo,"Poodle, Miniature",98103
February 17 2018,140289,Lucy,Dog,Pointer,Mix,98199
February 18 2018,83017,Pippa,Dog,"Poodle, Toy",,98105
February 18 2018,108063,Artemis,Dog,Shepherd,,98199
February 18 2018,726794,Shao Bao,Dog,"Retriever, Labrador",,98199
February 18 2018,113813,guai guai,Dog,"Retriever, Labrador",,98199
February 18 2018,80395,Mimi,Dog,"Chihuahua, Short Coat",Terrier,98136
February 18 2018,110604,Abby,Dog,Basset Hound,,98102
February 18 2018,76094,Middie,Dog,Border Collie,,98125
February 20 2018,110579,Nimes,Dog,Australian Cattle Dog,Mix,98106
February 20 2018,112368,Coco Chanel,Dog,Maltese,Havanese,98199
February 20 2018,76043,Curly,Dog,"Poodle, Miniature",,98115
February 20 2018,84090,Raz,Dog,"Welsh Corgi, Cardigan",Mix,98118
February 20 2018,18017,Goddess,Dog,"Poodle, Miniature",,98125
February 20 2018,111832,Kitty,Dog,Shih Tzu,,98116
February 20 2018,139085,Buttercup,Dog,Retriever,Mix,98136
February 20 2018,110711,Milly,Dog,Miniature Pinscher,,98118
February 20 2018,139778,Kiwi,Dog,"Retriever, Golden",,98115
February 20 2018,106334,Minuiit,Dog,"Retriever, Labrador",Great Dane,98118
February 20 2018,140667,Soappy,Dog,Akbash,,98178
February 20 2018,107215,Coda,Dog,German Shepherd,,98133
February 20 2018,80678,Molly,Dog,"Spaniel, English Springer",,98109
February 20 2018,140043,Jackie,Dog,Pomeranian,Mix,98122
February 20 2018,137601,Precious,Dog,Rottweiler,Mix,98112
February 20 2018,22852,Lily,Dog,"Terrier, Rat",,98107
February 20 2018,111631,Laika,Dog,German Shepherd,Australian Kelpie,98106
February 20 2018,435425,Shadow,Dog,"Spaniel, American Cocker",,98199
February 20 2018,140774,Captain,Dog,Retriever,Border Collie,98102
February 20 2018,111586,Zoey Swinburne,Dog,"Retriever, Golden",,98117
February 20 2018,140747,Elle,Dog,"Poodle, Miniature","Retriever, Labrador",98121
February 20 2018,140729,Dora,Dog,Greyhound,,98122
February 20 2018,82083,River,Dog,Newfoundland,"Retriever, Labrador",98115
February 20 2018,84040,Denali,Dog,German Shepherd,,98126
February 20 2018,80521,Bella,Dog,Chow Chow,,98133
February 20 2018,110558,Lila Kuh,Dog,"Spaniel, American Cocker","Poodle, Miniature",98144
February 20 2018,25159,Zoe,Dog,"Pointer, German Shorthaired",,98109
February 20 2018,83707,Zoe,Dog,"Retriever, Golden",,98105
February 20 2018,140734,Champagne,Dog,"Retriever, Labrador",,98102
February 20 2018,140737,Callie,Dog,Shiba Inu,Mix,98112
February 20 2018,140749,Gertie James,Dog,Beagle,,98116
February 20 2018,110172,Lucy,Dog,"Retriever, Labrador",,98126
February 20 2018,140791,Cali,Dog,"Spaniel, Cavalier King Charles",,98117
February 20 2018,140775,Poppy,Dog,"Retriever, Golden",,98108
February 20 2018,102401,Millie,Dog,"Retriever, Labrador",,98115
February 20 2018,140764,Mickey,Dog,"Welsh Corgi, Pembroke",Mix,98107
February 20 2018,140765,Sassy,Dog,"Welsh Corgi, Pembroke",Mix,98107
February 20 2018,140771,Ethel,Dog,"Chihuahua, Short Coat",,98105
February 20 2018,140798,Luna Soto,Dog,Border Collie,"Retriever, Labrador",98115
February 20 2018,81659,Ivy,Dog,Terrier,,98115
February 20 2018,111152,Leela,Dog,Mix,,98107
February 20 2018,83305,Cassy,Dog,Maltese,"Terrier, Yorkshire",98108
February 20 2018,82162,Martini,Dog,Maltese,,98199
February 20 2018,140782,Edie,Dog,"Terrier, Rat","Chihuahua, Short Coat",98133
February 20 2018,140758,Winter Wampa (Winnie),Dog,Samoyed,,98105
February 20 2018,83734,Sprinkles,Dog,Australian Shepherd,,98115
February 20 2018,140721,Lily,Dog,"Retriever, Labrador",,98133
February 20 2018,140794,Scout,Dog,"Retriever, Labrador","Spaniel, English Springer",98136
February 20 2018,103881,M,Dog,Boxer,Australian Cattle Dog,98109
February 20 2018,84343,Tessa,Dog,Ibizan Hound,,98105
February 20 2018,140773,Addie Moses,Dog,Mix,Mix,98118
February 20 2018,140766,Maxine,Dog,"Retriever, Labrador",,98106
February 20 2018,108080,Astor,Dog,German Shepherd,Mix,98199
February 20 2018,111872,Roxie,Dog,Havanese,Maltese,98103
February 20 2018,111871,Sunday,Dog,"Retriever, Labrador",,98103
February 20 2018,140787,Noche,Dog,Havanese,,98103
February 20 2018,23159,Judah,Dog,"Terrier, American Pit Bull",,98117
February 20 2018,140701,Grace,Dog,Border Collie,,98125
February 20 2018,140807,Calliope Powlesson,Dog,"Terrier, Pit Bull",,98102
February 20 2018,140790,Taco,Dog,"Retriever, Golden",,98115
February 20 2018,140715,Sandy,Dog,"Retriever, Labrador",Mix,98177
February 20 2018,83800,Brogan,Dog,"Collie, Rough",Mix,98116
February 20 2018,110978,Gracie,Dog,"Pointer, German Shorthaired",,98144
February 20 2018,960420,Dindi,Dog,"Pointer, German Shorthaired","Dachshund, Standard Smooth Haired",98105
February 20 2018,111259,Olive,Dog,"Collie, Rough","Retriever, Labrador",98103
February 20 2018,80192,Eloise,Dog,"Bulldog, French",,98106
February 20 2018,140733,Jolene,Dog,Terrier,,98109
February 20 2018,111859,Lilian Rose,Dog,"Retriever, Labrador","Terrier, American Staffordshire",98136
February 20 2018,112362,Hennessy,Dog,"Terrier, Pit Bull",,98199
February 20 2018,111796,Lucy Purpura,Dog,"Pointer, German Shorthaired",,98122
February 20 2018,140713,Daphne Jungk-Morriss,Dog,"Vizsla, Smooth Haired",,98109
February 20 2018,82736,Kenzie,Dog,"Terrier, American Pit Bull",,98115
February 20 2018,111843,Peppy,Dog,Havanese,Terrier,98106
February 20 2018,82070,Mei Mei,Dog,Pug,,98108
February 20 2018,206633,Bella,Dog,"Retriever, Golden",,98177
February 20 2018,111356,Maile,Dog,"Welsh Corgi, Pembroke",Terrier,98106
February 20 2018,140759,Betty Boop,Dog,"Dachshund, Miniature Long Haired",,98116
February 20 2018,140803,Shadowfax,Dog,Border Collie,,98117
February 20 2018,140722,Hannah,Dog,German Shepherd,,98101
February 20 2018,111465,Edith,Dog,Great Dane,,98122
February 20 2018,284821,Charcoal,Dog,"Retriever, Labrador",,98125
February 21 2018,216452,Kira,Dog,Australian Cattle Dog,Mix,98105
February 21 2018,140444,Georgia,Dog,"Retriever, Labrador",,98146
February 21 2018,139215,Sable,Dog,"Terrier, American Pit Bull",,98125
February 21 2018,101969,Frankie,Dog,"Dachshund, Miniature Smooth Haired",Mix,98107
February 21 2018,78702,Roxy,Dog,Xoloitzcuintli,,98112
February 21 2018,140454,Ellie,Dog,German Shepherd,,98109
February 21 2018,140465,Sawyer,Dog,Shih Tzu,,98106
February 21 2018,140471,Ipo,Dog,Rottweiler,,98108
February 21 2018,140467,Maggie,Dog,"Terrier, Cairn",,98199
February 21 2018,111512,Maggie,Dog,Border Collie,,98119
February 22 2018,139784,Isla,Dog,Samoyed,,98119
February 22 2018,139785,Ipa,Dog,"Retriever, Golden",,98133
February 22 2018,139786,Merlot,Dog,Bernese Mountain Dog,"Poodle, Standard",98133
February 22 2018,442572,Mavis,Dog,"Terrier, American Pit Bull",Mix,98117
February 22 2018,139788,Nickel,Dog,Border Collie,Australian Shepherd,98106
February 22 2018,109690,Dorothy,Dog,Shih Tzu,Mix,98199
